country,measure,age,sex,year,value,status
Canada,Life expectancy,65 years,Male,2019,19.5,
Canada,Life expectancy,65 years,Male,2020,19.3,
Canada,Life expectancy,65 years,Male,2021,19.4,
Canada,Life expectancy,65 years,Male,2022,19,
Canada,Life expectancy,65 years,Male,2023,19.6,
Canada,Life expectancy,65 years,Male,2024,19.8,
Denmark,Life expectancy,65 years,Male,2015,17.9,
Denmark,Life expectancy,65 years,Male,2016,18.1,
Denmark,Life expectancy,65 years,Male,2017,18.1,
Denmark,Life expectancy,65 years,Male,2018,18,
Denmark,Life expectancy,65 years,Male,2019,18.3,
Denmark,Life expectancy,65 years,Male,2020,18.3,
Denmark,Life expectancy,65 years,Male,2021,18.2,
Denmark,Life expectancy,65 years,Male,2022,18.1,
Denmark,Life expectancy,65 years,Male,2023,18.3,
Denmark,Life expectancy,65 years,Male,2024,18.7,
Finland,Life expectancy,65 years,Male,2015,18.1,
Finland,Life expectancy,65 years,Male,2016,18,
Finland,Life expectancy,65 years,Male,2017,18.2,
Finland,Life expectancy,65 years,Male,2018,18.4,
Finland,Life expectancy,65 years,Male,2019,18.6,
Finland,Life expectancy,65 years,Male,2020,18.6,
Finland,Life expectancy,65 years,Male,2021,18.4,
Finland,Life expectancy,65 years,Male,2022,17.9,
Finland,Life expectancy,65 years,Male,2023,18.3,
Finland,Life expectancy,65 years,Male,2024,18.7,
Italy,Life expectancy,65 years,Male,2015,18.7,
Italy,Life expectancy,65 years,Male,2016,19.1,
Italy,Life expectancy,65 years,Male,2017,19,
Italy,Life expectancy,65 years,Male,2018,19.3,
Italy,Life expectancy,65 years,Male,2019,19.5,
Italy,Life expectancy,65 years,Male,2020,18.3,
Italy,Life expectancy,65 years,Male,2021,18.8,
Italy,Life expectancy,65 years,Male,2022,18.9,
Italy,Life expectancy,65 years,Male,2023,19.5,
Italy,Life expectancy,65 years,Male,2024,19.9,
Korea,Life expectancy,65 years,Male,2015,18.2,
Korea,Life expectancy,65 years,Male,2016,18.4,
Korea,Life expectancy,65 years,Male,2017,18.6,
Korea,Life expectancy,65 years,Male,2018,18.7,
Korea,Life expectancy,65 years,Male,2019,19.1,
Korea,Life expectancy,65 years,Male,2020,19.2,
Korea,Life expectancy,65 years,Male,2021,19.3,
Korea,Life expectancy,65 years,Male,2022,18.6,
Korea,Life expectancy,65 years,Male,2023,19.2,
Korea,Life expectancy,65 years,Male,2024,19.5,
Türkiye,Life expectancy,65 years,Male,2015,16.1,
Türkiye,Life expectancy,65 years,Male,2016,16,
Türkiye,Life expectancy,65 years,Male,2017,16.2,
Türkiye,Life expectancy,65 years,Male,2018,16.3,
Türkiye,Life expectancy,65 years,Male,2019,15.9,
Türkiye,Life expectancy,65 years,Male,2020,15.4,
Türkiye,Life expectancy,65 years,Male,2021,15.3,
Türkiye,Life expectancy,65 years,Male,2022,15.7,
Türkiye,Life expectancy,65 years,Male,2023,16.3,
United Kingdom,Life expectancy,65 years,Male,2015,18.4,
United Kingdom,Life expectancy,65 years,Male,2016,18.5,
United Kingdom,Life expectancy,65 years,Male,2017,18.6,
United Kingdom,Life expectancy,65 years,Male,2018,18.6,
United Kingdom,Life expectancy,65 years,Male,2019,18.9,
United Kingdom,Life expectancy,65 years,Male,2020,17.9,
United Kingdom,Life expectancy,65 years,Male,2021,18.3,
United Kingdom,Life expectancy,65 years,Male,2022,18.6,
United Kingdom,Life expectancy,65 years,Male,2023,18.7,
United Kingdom,Life expectancy,65 years,Male,2024,18.9,
United Kingdom,Life expectancy,0 years,Total,2015,80.8,
United Kingdom,Life expectancy,0 years,Total,2016,81,
United Kingdom,Life expectancy,0 years,Total,2017,81.1,
United Kingdom,Life expectancy,0 years,Total,2018,81,
United Kingdom,Life expectancy,0 years,Total,2019,81.3,
United Kingdom,Life expectancy,0 years,Total,2020,80.3,
United Kingdom,Life expectancy,0 years,Total,2021,80.5,
United Kingdom,Life expectancy,0 years,Total,2022,80.9,
United Kingdom,Life expectancy,0 years,Total,2023,81,
United Kingdom,Life expectancy,0 years,Total,2024,81.3,
New Zealand,Life expectancy,0 years,Total,2015,81.5,
New Zealand,Life expectancy,0 years,Total,2016,81.6,
New Zealand,Life expectancy,0 years,Total,2017,81.7,
New Zealand,Life expectancy,0 years,Total,2018,81.7,
New Zealand,Life expectancy,0 years,Total,2019,81.7,
New Zealand,Life expectancy,0 years,Total,2020,81.7,
New Zealand,Life expectancy,0 years,Total,2021,81.8,
New Zealand,Life expectancy,0 years,Total,2022,81.8,
New Zealand,Life expectancy,0 years,Total,2023,81.8,
New Zealand,Life expectancy,0 years,Total,2024,82.1,
Japan,Life expectancy,0 years,Total,2015,83.9,
Japan,Life expectancy,0 years,Total,2016,84.1,
Japan,Life expectancy,0 years,Total,2017,84.2,
Japan,Life expectancy,0 years,Total,2018,84.3,
Japan,Life expectancy,0 years,Total,2019,84.4,
Japan,Life expectancy,0 years,Total,2020,84.6,
Japan,Life expectancy,0 years,Total,2021,84.5,
Japan,Life expectancy,0 years,Total,2022,84.1,
Japan,Life expectancy,0 years,Total,2023,84.1,
Japan,Life expectancy,0 years,Total,2024,84.1,
Denmark,Perceived health status,From 45 to 64 years,Male,2015,66.8,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2016,67.6,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2017,68.6,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2018,68.7,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2019,65.2,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2020,65.6,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2021,67.2,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2022,64,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2023,65.8,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2024,66.5,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Male,2025,66.1,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2015,66.4,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2016,69.1,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2017,70.2,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2018,68.2,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2019,67.6,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2020,68.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2021,68.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2022,62.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2023,67.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2024,63.4,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Male,2025,65.6,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2015,65.9,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2016,64.8,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2017,64.7,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2018,66,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2019,64.4,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2020,67.2,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2021,66.1,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2022,64.8,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2023,62.8,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2024,64,Good/very good health
France,Perceived health status,From 45 to 64 years,Male,2025,62.9,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2015,59.3,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2016,60.1,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2017,59.4,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2018,60.5,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2019,59.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2020,61.6,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2021,61.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2022,61.3,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2023,64.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2024,62.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Male,2025,64.4,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2015,77.6,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2016,78.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2017,79.5,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2018,81.6,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2019,84.7,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2020,83.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2021,84.1,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2022,85.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2023,86.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2024,86.8,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Male,2025,90.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2015,67.4,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2016,74.3,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2017,84,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2018,78.7,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2019,79.2,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2021,78,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2022,77.4,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2023,80.4,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2024,83.7,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Male,2025,79.9,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Male,2016,35,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Male,2019,37.4,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Male,2022,37.8,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Male,2016,42.9,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Male,2018,44.1,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Male,2020,47.3,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Male,2022,49.5,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Male,2024,51.2,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2015,57.9,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2016,61.8,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2017,60.3,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2018,59.5,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2019,58.8,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2020,62.1,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2021,60.7,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2022,59.6,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2023,56.4,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2024,55.6,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Male,2025,55.1,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2015,66.3,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2016,65.3,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2017,73.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2018,69.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2021,73.2,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2022,72,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2023,71.2,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Male,2024,68.7,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2015,62.7,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2016,66.9,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2017,63.9,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2018,64.4,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2019,61.1,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2020,67.1,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2021,64.8,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2022,60.4,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2023,57.5,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2024,64.5,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Female,2025,65.6,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2015,69.2,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2016,69.9,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2017,69.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2018,66.4,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2019,67.9,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2020,68.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2021,68.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2022,63.6,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2023,66.6,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2024,70.6,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Female,2025,70.7,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2015,61.4,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2016,62,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2017,63.4,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2018,62.2,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2019,61.4,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2020,64.6,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2021,62.7,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2022,59.1,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2023,59.2,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2024,60.1,Good/very good health
France,Perceived health status,From 45 to 64 years,Female,2025,58.5,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2015,58.4,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2016,58.4,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2017,57.9,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2018,59.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2019,59.7,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2020,60.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2021,60.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2022,60.5,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2023,61.7,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2024,60.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Female,2025,62.4,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2015,75.7,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2016,75.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2017,76.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2018,79.7,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2019,83.9,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2020,83.9,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2021,84.1,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2022,84.4,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2023,84.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2024,84.1,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Female,2025,87.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2015,65.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2016,71.3,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2017,80.5,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2018,76.8,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2019,76.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2021,76.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2022,76.4,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2023,79.5,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2024,82.1,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Female,2025,79,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Female,2016,32.9,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Female,2019,35.3,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Female,2022,36.8,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Female,2016,36.9,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Female,2018,39.8,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Female,2020,40.3,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Female,2022,45.1,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Female,2024,46,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2015,40.8,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2016,46.1,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2017,44.1,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2018,44.3,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2019,42.7,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2020,47.9,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2021,46.1,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2022,45.5,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2023,43.2,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2024,42.4,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Female,2025,41.9,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2015,67,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2016,65.2,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2017,69.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2018,70.1,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2021,70.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2022,69.2,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2023,68.1,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Female,2024,70.4,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2015,64.7,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2016,67.2,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2017,66.3,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2018,66.6,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2019,63.1,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2020,66.3,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2021,66,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2022,62.2,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2023,61.7,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2024,65.5,Good/very good health
Denmark,Perceived health status,From 45 to 64 years,Total,2025,65.9,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2015,67.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2016,69.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2017,69.9,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2018,67.3,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2019,67.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2020,68.7,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2021,68.5,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2022,63.1,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2023,67.1,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2024,66.8,Good/very good health
Finland,Perceived health status,From 45 to 64 years,Total,2025,68,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2015,63.6,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2016,63.4,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2017,64.1,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2018,64.1,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2019,62.9,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2020,65.9,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2021,64.3,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2022,61.8,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2023,61,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2024,62,Good/very good health
France,Perceived health status,From 45 to 64 years,Total,2025,60.6,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2015,58.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2016,59.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2017,58.7,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2018,60.1,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2019,59.8,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2020,61.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2021,61,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2022,60.9,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2023,63,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2024,61.2,Good/very good health
Germany,Perceived health status,From 45 to 64 years,Total,2025,63.4,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2015,76.6,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2016,76.7,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2017,77.8,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2018,80.6,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2019,84.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2020,83.6,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2021,84.1,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2022,84.8,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2023,85.3,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2024,85.4,Good/very good health
Greece,Perceived health status,From 45 to 64 years,Total,2025,88.6,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2015,66.2,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2016,72.7,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2017,82.2,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2018,77.8,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2019,77.6,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2021,77,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2022,76.9,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2023,79.9,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2024,82.8,Good/very good health
Italy,Perceived health status,From 45 to 64 years,Total,2025,79.5,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Total,2016,33.9,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Total,2019,36.3,Good/very good health
Japan,Perceived health status,From 45 to 64 years,Total,2022,37.3,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Total,2016,39.9,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Total,2018,42,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Total,2020,43.8,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Total,2022,47.3,Good/very good health
Korea,Perceived health status,From 45 to 64 years,Total,2024,48.6,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2015,49.4,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2016,53.9,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2017,52.2,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2018,51.9,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2019,50.7,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2020,55,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2021,53.4,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2022,52.5,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2023,49.8,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2024,48.9,Good/very good health
Türkiye,Perceived health status,From 45 to 64 years,Total,2025,48.5,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2015,66.7,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2016,65.2,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2017,71.8,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2018,70,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2021,71.9,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2022,70.6,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2023,69.6,Good/very good health
United Kingdom,Perceived health status,From 45 to 64 years,Total,2024,68.7,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2015,87.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2016,88.4,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2017,85.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2018,90,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2019,87.6,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2020,87.5,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2021,84.2,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2022,73.3,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2023,77.6,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2024,83.3,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Male,2025,86.1,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2015,86.7,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2016,91.9,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2017,87.4,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2018,86.9,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2019,86.5,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2020,85.8,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2021,88.9,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2022,85.5,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2023,87,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2024,80.7,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Male,2025,86.5,Good/very good health
