country,measure,age,sex,year,value,status
France,Perceived health status,From 15 to 24 years,Male,2015,91,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2016,90.8,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2017,92.6,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2018,90.7,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2019,91,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2020,94.8,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2021,92.9,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2022,91.3,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2023,91.5,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2024,92.4,Good/very good health
France,Perceived health status,From 15 to 24 years,Male,2025,90.2,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2015,91.8,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2016,92.7,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2017,92.8,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2018,89.6,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2019,92.5,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2020,92,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2021,90.4,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2022,90.8,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2023,90.6,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2024,89.6,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Male,2025,89.4,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2015,98.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2016,98.1,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2017,97.8,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2018,97.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2019,98.6,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2020,97.3,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2021,98.1,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2022,98,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2023,97.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2024,98.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Male,2025,98.7,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2015,96,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2016,95.6,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2017,98.5,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2018,97,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2019,93.9,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2021,94.9,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2022,95.5,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2023,96.2,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2024,97,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Male,2025,96.5,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Male,2016,56,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Male,2019,58,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Male,2022,63.3,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Male,2016,72,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Male,2018,74.1,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Male,2020,77.9,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Male,2022,77.2,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Male,2024,79.8,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2015,91,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2016,92.1,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2017,92,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2018,91.6,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2019,91.5,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2020,92.7,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2021,91.6,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2022,91.2,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2023,91,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2024,90.3,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Male,2025,89.7,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2015,88.6,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2016,87.1,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2017,88.9,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2018,88.9,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2021,89.9,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2022,89.9,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2023,89.5,Good/very good health
United Kingdom,Perceived health status,From 15 to 24 years,Male,2024,86.2,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2015,88.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2016,82.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2017,87.7,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2018,78.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2019,83.7,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2020,84.5,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2021,80.1,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2022,69.3,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2023,69.4,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2024,76.4,Good/very good health
Denmark,Perceived health status,From 15 to 24 years,Female,2025,86.1,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2015,88.6,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2016,88.2,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2017,85.7,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2018,82.9,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2019,81.5,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2020,77.9,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2021,81.4,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2022,80,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2023,83.1,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2024,83.2,Good/very good health
Finland,Perceived health status,From 15 to 24 years,Female,2025,82,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2015,89.4,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2016,88.9,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2017,89.5,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2018,89.8,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2019,88.1,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2020,90.6,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2021,90.4,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2022,88.3,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2023,87,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2024,88,Good/very good health
France,Perceived health status,From 15 to 24 years,Female,2025,85.3,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2015,89.8,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2016,90.3,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2017,90.5,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2018,88.9,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2019,90.6,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2020,88.8,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2021,89.4,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2022,87.4,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2023,88.9,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2024,88.7,Good/very good health
Germany,Perceived health status,From 15 to 24 years,Female,2025,87.5,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2015,97.6,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2016,97.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2017,98.1,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2018,97.7,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2019,97.5,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2020,98.1,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2021,98,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2022,98,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2023,98.1,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2024,97.9,Good/very good health
Greece,Perceived health status,From 15 to 24 years,Female,2025,98.5,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2015,94.7,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2016,95.2,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2017,96.9,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2018,94.9,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2019,94.8,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2021,96,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2022,95.6,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2023,95.6,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2024,95.6,Good/very good health
Italy,Perceived health status,From 15 to 24 years,Female,2025,96.5,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Female,2016,52.9,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Female,2019,54.3,Good/very good health
Japan,Perceived health status,From 15 to 24 years,Female,2022,58,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Female,2016,64.6,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Female,2018,66.1,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Female,2020,70.2,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Female,2022,73.4,Good/very good health
Korea,Perceived health status,From 15 to 24 years,Female,2024,76.8,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2015,91.2,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2016,92.5,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2017,92.2,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2018,92,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2019,91.7,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2020,93.7,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2021,91.2,Good/very good health
Türkiye,Perceived health status,From 15 to 24 years,Female,2022,90,Good/very good health
